Time,Xa,Ya,Za
6.745,0.47,0.23,0.36
6.753,0.42,0.16,0.45
6.762,0.42,0.16,0.45
6.77,0.39,-0.89,0.3
6.778,0.55,-0.35,0.45
6.787,0.34,0.75,0.57
6.795,0.38,-0.23,0.66
6.804,0.38,-0.23,0.66
6.812,0.19,-0.15,1.13
6.82,-0.12,0.44,1.01
6.83,-0.18,0.21,1.23
6.838,-0.13,-0.11,1.3
6.846,-0.2,0.25,1.27
6.855,-0.2,0.25,1.27
6.863,-0.19,0.26,1.28
6.872,-0.05,0.12,1.14
6.881,-0.23,-0.5,1.3
6.889,-0.4,0.2,1.28
6.897,-0.25,0.59,1.05
6.906,-0.25,0.59,1.05
6.915,-0.02,-0.12,0.64
6.923,0.18,-0.21,0.62
6.932,0.24,0.29,0.48
6.94,0.39,0.05,0.45
6.948,0.39,0.05,0.45
6.957,0.29,-0.06,0.36
6.965,0.34,0.18,0.41
6.974,0.24,0.14,0.41
6.982,0.2,-0.93,0.58
6.99,0.2,-0.93,0.58
